Date/Time,Page,Kennziffer,Aktivität,Ort,User,Code,Referrer,Link,Benutzernamen.Column2,Status,Abfrage,Eingabe 1,Eingabe 2,Eingabe 3,Eingabe 4,Eingabe 5,Eingabe 6,Eingabe 7,Eingabe 8,Eingabe 9,Eingabe 10,Task,ResponsTask,Aufgabenniveau,Test,Testergebnis 1,Testergebnis 2
13/10/2021 12:49:49,KD2a4: Zentripetalkraft,KD2a4, Zentripetalkraft,kd2a4-zentripetalkraft,LBenutzer HE1021-936,HE1021-936,https://lenvi.l3hrit.de/online-lernen/kraft-2/kd2a-erarbeiten-des-grundwissens/,https://lenvi.l3hrit.de/online-lernen/kraft-2/kd2a-erarbeiten-des-grundwissens/kd2a4-zentripetalkraft/,RI09JI,,,,,,,,,,,,,,,,,,
13/10/2021 12:49:52,KS1c2Ãœ9_1: Pfeile verschiedener Angriffspunkte zeichnen,KS1c2U9_1, Pfeile verschiedener Angriffspunkte zeichnen,ks1c2ue9_1-pfeile-verschiedener-angriffspunkte-zeichnen,LBenutzer HE1021-932,HE1021-932,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1c-ueben-des-grundwissens/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1c-ueben-des-grundwissens/ks1c2ue9_1-pfeile-verschiedener-angriffspunkte-zeichnen/,FR14AN,,,,,,,,,,,,,,,,,,
13/10/2021 12:49:56,KS2a2: Zeichnerische von Additionen von KrÃ¤ften,KS2a2, Zeichnerische von Additionen von KrÃ¤ften,ks2a2-zeichnen-von-additionen-von-kraeften,LBenutzer HE1021-939,HE1021-939,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2a-erarbeiten-des-grundwissens/ks2a2-zeichnen-von-additionen-von-kraeften/ks2a2b1_1a-addition-zweier-positiver-kraefte-gemeinsamer-angriffspunkt/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2a-erarbeiten-des-grundwissens/ks2a2-zeichnen-von-additionen-von-kraeften/,BL12KA,,,,,,,,,,,,,,,,,,
13/10/2021 12:49:57,KS2a: Erarbeiten des Grundwissens,KS2a, Erarbeiten des Grundwissens,ks2a-erarbeiten-des-grundwissens,LBenutzer HE1021-928,HE1021-928,https://lenvi.l3hrit.de/online-lernen/kraft-2/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2a-erarbeiten-des-grundwissens/,FR28JO,,,,,,,,,,,,,,,,,,
13/10/2021 12:50:02,KS2a1: Verschieben von KrÃ¤ften,KS2a1, Verschieben von KrÃ¤ften,ks2a1-verschieben-von-kraeften,LBenutzer HE1021-928,HE1021-928,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2a-erarbeiten-des-grundwissens/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2a-erarbeiten-des-grundwissens/ks2a1-verschieben-von-kraeften/,FR28JO,,,,,,,,,,,,,,,,,,
13/10/2021 12:50:03,KS3a4: Federkraft,KS3a4, Federkraft,ks3a4-federkraft,LBenutzer HE1021-925,HE1021-925,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/ks3a3-hangabtriebskraft/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/ks3a4-federkraft/,ME23YA,,,,,,,,,,,,,,,,,,
13/10/2021 12:50:03,KS1a5: Kraft und Gegenkraft,KS1a5, Kraft und Gegenkraft,ks1a5-kraft-und-gegenkraft,LBenutzer HE1021-934,HE1021-934,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/ks1a5b4_1a-kraft-und-gegenkraft-unabhaengig-von-situation-zuordnen/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/,KA16LY,,,,,,,,,,,,,,,,,,
13/10/2021 12:50:13,Kraft,Kraft,,kraft-2,LBenutzer HE1021-936,HE1021-936,https://lenvi.l3hrit.de/online-lernen/kraft-2/kd2a-erarbeiten-des-grundwissens/,https://lenvi.l3hrit.de/online-lernen/kraft-2/,RI09JI,,,,,,,,,,,,,,,,,,
13/10/2021 12:50:15,"KS2a2B2_1A: Addition zweier negativer KrÃ¤fte, gleicher Angriffspunkt",KS2a2B2_1A," Addition zweier negativer KrÃ¤fte, gleicher Angriffspunkt",ks2a2b2_1a-addition-zweier-negativer-kraefte-gleicher-angriffspunkt,LBenutzer HE1021-939,HE1021-939,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2a-erarbeiten-des-grundwissens/ks2a2-zeichnen-von-additionen-von-kraeften/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2a-erarbeiten-des-grundwissens/ks2a2-zeichnen-von-additionen-von-kraeften/ks2a2b2_1a-addition-zweier-negativer-kraefte-gleicher-angriffspunkt/,BL12KA,,,,,,,,,,,,,,,,,,
13/10/2021 12:50:18,KS1a5K1_1A: Kraft einzeichnen,KS1a5K1_1A, Kraft einzeichnen,ks1a5k1_1a-kraft-einzeichnen,LBenutzer HE1021-934,HE1021-934,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/ks1a5k1_1a-kraft-einzeichnen/,KA16LY,,,,,,,,,,,,,,,,,,
13/10/2021 12:50:18,KD3a: Erarbeiten des Grundwissens,KD3a, Erarbeiten des Grundwissens,kd3a-erarbeiten-des-grundwissens,LBenutzer HE1021-936,HE1021-936,https://lenvi.l3hrit.de/online-lernen/kraft-2/,https://lenvi.l3hrit.de/online-lernen/kraft-2/kd3a-erarbeiten-des-grundwissens/,RI09JI,,,,,,,,,,,,,,,,,,
13/10/2021 12:50:22,KS2a2: Zeichnerische von Additionen von KrÃ¤ften,KS2a2, Zeichnerische von Additionen von KrÃ¤ften,ks2a2-zeichnen-von-additionen-von-kraeften,LBenutzer HE1021-939,HE1021-939,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2a-erarbeiten-des-grundwissens/ks2a2-zeichnen-von-additionen-von-kraeften/ks2a2b2_1a-addition-zweier-negativer-kraefte-gleicher-angriffspunkt/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2a-erarbeiten-des-grundwissens/ks2a2-zeichnen-von-additionen-von-kraeften/,BL12KA,,,,,,,,,,,,,,,,,,
13/10/2021 12:50:25,KD3a2: Haftreibung,KD3a2, Haftreibung,kd3a2-haftreibung,LBenutzer HE1021-936,HE1021-936,https://lenvi.l3hrit.de/online-lernen/kraft-2/kd3a-erarbeiten-des-grundwissens/,https://lenvi.l3hrit.de/online-lernen/kraft-2/kd3a-erarbeiten-des-grundwissens/kd3a2-haftreibung/,RI09JI,,,,,,,,,,,,,,,,,,
13/10/2021 12:50:26,KS2a3: Rechnen mit KrÃ¤ften,KS2a3, Rechnen mit KrÃ¤ften,ks2a3-rechnen-mit-kraeften,LBenutzer HE1021-939,HE1021-939,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2a-erarbeiten-des-grundwissens/ks2a2-zeichnen-von-additionen-von-kraeften/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2a-erarbeiten-des-grundwissens/ks2a3-rechnen-mit-kraeften/,BL12KA,,,,,,,,,,,,,,,,,,
13/10/2021 12:50:29,KS2a1: Verschieben von KrÃ¤ften,KS2a1, Verschieben von KrÃ¤ften,ks2a1-verschieben-von-kraeften,LBenutzer HE1021-926,HE1021-926,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2a-erarbeiten-des-grundwissens/ks2a1-verschieben-von-kraeften/ks2a1b4_1a-situation-konstruieren-in-der-verschieben-nicht-moeglich/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2a-erarbeiten-des-grundwissens/ks2a1-verschieben-von-kraeften/,BA05ZE,,,,,,,,,,,,,,,,,,
13/10/2021 12:50:36,"KS2a1K1_1A: Entscheiden, ob Schwerpunkt mÃ¶glich, nicht mÃ¶glich",KS2a1K1_1A," Entscheiden, ob Schwerpunkt mÃ¶glich, nicht mÃ¶glich",ks2a1k1_1a-entscheiden-ob-schwerpunkt-moeglich-nicht-moeglich,LBenutzer HE1021-926,HE1021-926,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2a-erarbeiten-des-grundwissens/ks2a1-verschieben-von-kraeften/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2a-erarbeiten-des-grundwissens/ks2a1-verschieben-von-kraeften/ks2a1k1_1a-entscheiden-ob-schwerpunkt-moeglich-nicht-moeglich/,BA05ZE,,,,,,,,,,,,,,,,,,
13/10/2021 12:50:37,KS2b: Erarbeiten des Erweiterten Wissens,KS2b, Erarbeiten des Erweiterten Wissens,ks2b-erarbeiten-des-erweiterten-wissens,LBenutzer HE1021-922,HE1021-922,https://lenvi.l3hrit.de/online-lernen/kraft-2/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2b-erarbeiten-des-erweiterten-wissens/,NI12KA,,,,,,,,,,,,,,,,,,
13/10/2021 12:50:39,KS3b: Erarbeiten des Erweiterten Wissens,KS3b, Erarbeiten des Erweiterten Wissens,ks3b-erarbeiten-des-erweiterten-wissens,LBenutzer HE1021-931,HE1021-931,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3b-erarbeiten-des-erweiterten-wissens/ks3b2-gravitationskraft/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3b-erarbeiten-des-erweiterten-wissens/,MÜ04KA,,,,,,,,,,,,,,,,,,
13/10/2021 12:50:41,KS2b2: Komponentengleichungen,KS2b2, Komponentengleichungen,ks2b2-komponentengleichungen,LBenutzer HE1021-922,HE1021-922,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2b-erarbeiten-des-erweiterten-wissens/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2b-erarbeiten-des-erweiterten-wissens/ks2b2-komponentengleichungen/,NI12KA,,,,,,,,,,,,,,,,,,
13/10/2021 12:50:42,Kraft,Kraft,,kraft-2,LBenutzer HE1021-931,HE1021-931,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3b-erarbeiten-des-erweiterten-wissens/,https://lenvi.l3hrit.de/online-lernen/kraft-2/,MÜ04KA,,,,,,,,,,,,,,,,,,
13/10/2021 12:50:43,KS2a4: KrÃ¤ftegleichgewicht,KS2a4, KrÃ¤ftegleichgewicht,ks2a4-kraeftegleichgewicht,LBenutzer HE1021-939,HE1021-939,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2a-erarbeiten-des-grundwissens/ks2a3-rechnen-mit-kraeften/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2a-erarbeiten-des-grundwissens/ks2a4-kraeftegleichgewicht/,BL12KA,,,,,,,,,,,,,,,,,,
13/10/2021 12:50:45,KS2a1: Verschieben von KrÃ¤ften,KS2a1, Verschieben von KrÃ¤ften,ks2a1-verschieben-von-kraeften,LBenutzer,LBenutzer,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2a-erarbeiten-des-grundwissens/ks2a1-verschieben-von-kraeften/ks2a1b2_1a-entscheiden-ob-verschieben-moeglich-moeglich/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2a-erarbeiten-des-grundwissens/ks2a1-verschieben-von-kraeften/,FR19CA,,,,,,,,,,,,,,,,,,
13/10/2021 12:50:46,KD1a: Erarbeiten des Grundwissens,KD1a, Erarbeiten des Grundwissens,kd1a-erarbeiten-des-grundwissens,LBenutzer HE1021-931,HE1021-931,https://lenvi.l3hrit.de/online-lernen/kraft-2/,https://lenvi.l3hrit.de/online-lernen/kraft-2/kd1a-erarbeiten-des-grundwissens/,MÜ04KA,,,,,,,,,,,,,,,,,,
13/10/2021 12:50:47,KS3a1K4_1A: Gewichtskraft und Gegenkraft,KS3a1K4_1A, Gewichtskraft und Gegenkraft,ks3a1k4_1a-gewichtskraft-und-gegenkraft,LBenutzer HE1021-921,HE1021-921,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/bs3a1-gewichtskraft/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/bs3a1-gewichtskraft/ks3a1k4_1a-gewichtskraft-und-gegenkraft/,GI18IN,,,,,,,,,,,,,,,,,,
13/10/2021 12:50:47,KD3a2B1_1A: Haftreibung berechnen,KD3a2B1_1A, Haftreibung berechnen,kd3a2b1_1a-haftreibung-berechnen,LBenutzer HE1021-936,HE1021-936,https://lenvi.l3hrit.de/online-lernen/kraft-2/kd3a-erarbeiten-des-grundwissens/kd3a2-haftreibung/,https://lenvi.l3hrit.de/online-lernen/kraft-2/kd3a-erarbeiten-des-grundwissens/kd3a2-haftreibung/kd3a2b1_1a-haftreibung-berechnen/,RI09JI,,,,,,,,,,,,,,,,,,
13/10/2021 12:50:48,KSDe: RÃ¼ckmeldungen zum Test,KSDe, RÃ¼ckmeldungen zum Test,ksde-rueckmeldungen-zum-test,LBenutzer HE1021-929,HE1021-929,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1e-testen-des-grundwissens/ks1ev1-testen-des-grundwissens-version-1/,https://lenvi.l3hrit.de/ksde-rueckmeldungen-zum-test/,RU19YV,,,,,,,,,,,,,,,,,,
13/10/2021 12:50:52,Kraft,Kraft,,kraft-2,LBenutzer HE1021-924,HE1021-924,https://lenvi.l3hrit.de/ksde2-rueckmeldungen-zum-test-2/,https://lenvi.l3hrit.de/online-lernen/kraft-2/,BE19UT,,,,,,,,,,,,,,,,,,
13/10/2021 12:50:53,KD1a2: Grundgesetz der Translation,KD1a2, Grundgesetz der Translation,kd1a2-grundgesetz-der-translation,LBenutzer HE1021-931,HE1021-931,https://lenvi.l3hrit.de/online-lernen/kraft-2/kd1a-erarbeiten-des-grundwissens/,https://lenvi.l3hrit.de/online-lernen/kraft-2/kd1a-erarbeiten-des-grundwissens/kd1a2-grundgesetz-der-translation/,MÜ04KA,,,,,,,,,,,,,,,,,,
13/10/2021 12:50:57,KS2c3Ãœ7_1: KrÃ¤fte unterschiedlicher Angriffspunkte ablesen und addieren,KS2c3U7_1, KrÃ¤fte unterschiedlicher Angriffspunkte ablesen und addieren,ks2c3ue7_1-kraefte-unterschiedlicher-angriffspunkte-ablesen-und-addieren,LBenutzer HE1021-938,HE1021-938,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2c-ueben-des-grundwissens/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2c-ueben-des-grundwissens/ks2c3ue7_1-kraefte-unterschiedlicher-angriffspunkte-ablesen-und-addieren/,HA12BE,,,,,,,,,,,,,,,,,,
13/10/2021 12:50:59,"KS2a1B3_1A: Entscheiden, ob verschieben mÃ¶glich, nicht mÃ¶glich",KS2a1B3_1A," Entscheiden, ob verschieben mÃ¶glich, nicht mÃ¶glich",ks2a1b3_1a-entscheiden-ob-verschieben-moeglich-nicht-moeglich,LBenutzer,LBenutzer,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2a-erarbeiten-des-grundwissens/ks2a1-verschieben-von-kraeften/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2a-erarbeiten-des-grundwissens/ks2a1-verschieben-von-kraeften/ks2a1b3_1a-entscheiden-ob-verschieben-moeglich-nicht-moeglich/,FR19CA,,,,,,,,,,,,,,,,,,
13/10/2021 12:51:03,KD3a2: Haftreibung,KD3a2, Haftreibung,kd3a2-haftreibung,LBenutzer HE1021-936,HE1021-936,https://lenvi.l3hrit.de/online-lernen/kraft-2/kd3a-erarbeiten-des-grundwissens/kd3a2-haftreibung/kd3a2b1_1a-haftreibung-berechnen/,https://lenvi.l3hrit.de/online-lernen/kraft-2/kd3a-erarbeiten-des-grundwissens/kd3a2-haftreibung/,RI09JI,,,,,,,,,,,,,,,,,,
13/10/2021 12:51:04,KSDe2: RÃ¼ckmeldungen zum Test 2,KSDe2, RÃ¼ckmeldungen zum Test 2,ksde2-rueckmeldungen-zum-test-2,LBenutzer HE1021-929,HE1021-929,https://lenvi.l3hrit.de/ksde-rueckmeldungen-zum-test/,https://lenvi.l3hrit.de/ksde2-rueckmeldungen-zum-test-2/,RU19YV,,,,,,,,,,,,,,,,,,
13/10/2021 12:51:06,KS2b2B1_1A: Komponentengleichung aufstellen,KS2b2B1_1A, Komponentengleichung aufstellen,ks2b2b1_1a-komponentengleichung-aufstellen,LBenutzer HE1021-922,HE1021-922,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2b-erarbeiten-des-erweiterten-wissens/ks2b2-komponentengleichungen/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2b-erarbeiten-des-erweiterten-wissens/ks2b2-komponentengleichungen/ks2b2b1_1a-komponentengleichung-aufstellen/,NI12KA,,,,,,,,,,,,,,,,,,
13/10/2021 12:51:06,KS1a: Erarbeiten des Grundwissens,KS1a, Erarbeiten des Grundwissens,ks1a-erarbeiten-des-grundwissens,LBenutzer HE1021-924,HE1021-924,https://lenvi.l3hrit.de/online-lernen/kraft-2/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/,BE19UT,,,,,,,,,,,,,,,,,,
13/10/2021 12:51:07,KS2a1: Verschieben von KrÃ¤ften,KS2a1, Verschieben von KrÃ¤ften,ks2a1-verschieben-von-kraeften,LBenutzer HE1021-926,HE1021-926,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2a-erarbeiten-des-grundwissens/ks2a1-verschieben-von-kraeften/ks2a1k1_1a-entscheiden-ob-schwerpunkt-moeglich-nicht-moeglich/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2a-erarbeiten-des-grundwissens/ks2a1-verschieben-von-kraeften/,BA05ZE,,,,,,,,,,,,,,,,,,
13/10/2021 12:51:09,KD3a: Erarbeiten des Grundwissens,KD3a, Erarbeiten des Grundwissens,kd3a-erarbeiten-des-grundwissens,LBenutzer HE1021-936,HE1021-936,https://lenvi.l3hrit.de/online-lernen/kraft-2/kd3a-erarbeiten-des-grundwissens/kd3a2-haftreibung/,https://lenvi.l3hrit.de/online-lernen/kraft-2/kd3a-erarbeiten-des-grundwissens/,RI09JI,,,,,,,,,,,,,,,,,,
13/10/2021 12:51:10,KS1c: Ãœben des Grundwissens,KS1c, Ãœben des Grundwissens,ks1c-ueben-des-grundwissens,LBenutzer HE1021-924,HE1021-924,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1c-ueben-des-grundwissens/,BE19UT,,,,,,,,,,,,,,,,,,
13/10/2021 12:51:13,Kraft,Kraft,,kraft-2,LBenutzer HE1021-936,HE1021-936,https://lenvi.l3hrit.de/online-lernen/kraft-2/kd3a-erarbeiten-des-grundwissens/,https://lenvi.l3hrit.de/online-lernen/kraft-2/,RI09JI,,,,,,,,,,,,,,,,,,
13/10/2021 12:51:15,Kraft,Kraft,,kraft-2,LBenutzer HE1021-924,HE1021-924,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1c-ueben-des-grundwissens/,https://lenvi.l3hrit.de/online-lernen/kraft-2/,BE19UT,,,,,,,,,,,,,,,,,,
13/10/2021 12:51:18,KS1a: Erarbeiten des Grundwissens,KS1a, Erarbeiten des Grundwissens,ks1a-erarbeiten-des-grundwissens,LBenutzer HE1021-936,HE1021-936,https://lenvi.l3hrit.de/online-lernen/kraft-2/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/,RI09JI,,,,,,,,,,,,,,,,,,
13/10/2021 12:51:18,KS2c4Ãœ6_1: KrÃ¤ftegleichgewicht mehrerer KrÃ¤fte rechnerisch herstellen,KS2c4U6_1, KrÃ¤ftegleichgewicht mehrerer KrÃ¤fte rechnerisch herstellen,ks2c4ue6_1-kraeftegleichgewicht-mehrerer-kraefte-rechnerisch-herstellen,LBenutzer HE1021-940,HE1021-940,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2c-ueben-des-grundwissens/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2c-ueben-des-grundwissens/ks2c4ue6_1-kraeftegleichgewicht-mehrerer-kraefte-rechnerisch-herstellen/,GR04ST,,,,,,,,,,,,,,,,,,
13/10/2021 12:51:19,KS2a1: Verschieben von KrÃ¤ften,KS2a1, Verschieben von KrÃ¤ften,ks2a1-verschieben-von-kraeften,LBenutzer,LBenutzer,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2a-erarbeiten-des-grundwissens/ks2a1-verschieben-von-kraeften/ks2a1b3_1a-entscheiden-ob-verschieben-moeglich-nicht-moeglich/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2a-erarbeiten-des-grundwissens/ks2a1-verschieben-von-kraeften/,FR19CA,,,,,,,,,,,,,,,,,,
13/10/2021 12:51:21,KS3a7: Zerlegung der Gewichtskraft,KS3a7, Zerlegung der Gewichtskraft,ks3a7-zerlegung-der-gewichtskraft,LBenutzer HE1021-921,HE1021-921,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/bs3a1-gewichtskraft/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/ks3a7-zerlegung-der-gewichtskraft/,GI18IN,,,,,,,,,,,,,,,,,,
13/10/2021 12:51:21,KS2a1K2_1A: KrÃ¤fte aus dem Schwerpunkt zurÃ¼ckverschieben,KS2a1K2_1A, KrÃ¤fte aus dem Schwerpunkt zurÃ¼ckverschieben,ks2a1k2_1a-kraefte-aus-dem-schwerpunkt-zurueckverschieben,LBenutzer HE1021-926,HE1021-926,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2a-erarbeiten-des-grundwissens/ks2a1-verschieben-von-kraeften/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2a-erarbeiten-des-grundwissens/ks2a1-verschieben-von-kraeften/ks2a1k2_1a-kraefte-aus-dem-schwerpunkt-zurueckverschieben/,BA05ZE,,,,,,,,,,,,,,,,,,
13/10/2021 12:51:24,KS2a: Erarbeiten des Grundwissens,KS2a, Erarbeiten des Grundwissens,ks2a-erarbeiten-des-grundwissens,LBenutzer HE1021-924,HE1021-924,https://lenvi.l3hrit.de/online-lernen/kraft-2/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2a-erarbeiten-des-grundwissens/,BE19UT,,,,,,,,,,,,,,,,,,
13/10/2021 12:51:24,KS1c2Ãœ11_1: Pfeil einzeichnen bei Verformung mehrerer KrÃ¤fte,KS1c2U11_1, Pfeil einzeichnen bei Verformung mehrerer KrÃ¤fte,ks1c2ue11_1-pfeil-einzeichnen-bei-verformung-mehrerer-kraefte,LBenutzer HE1021-932,HE1021-932,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1c-ueben-des-grundwissens/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1c-ueben-des-grundwissens/ks1c2ue11_1-pfeil-einzeichnen-bei-verformung-mehrerer-kraefte/,FR14AN,,,,,,,,,,,,,,,,,,
13/10/2021 12:51:24,KS1a5: Kraft und Gegenkraft,KS1a5, Kraft und Gegenkraft,ks1a5-kraft-und-gegenkraft,LBenutzer HE1021-936,HE1021-936,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/,RI09JI,,,,,,,,,,,,,,,,,,
13/10/2021 12:51:26,KS1a5K2_1A: Vektor der Kraft zu einer Gegenkraft aufstellen,KS1a5K2_1A, Vektor der Kraft zu einer Gegenkraft aufstellen,ks1a5k2_1a-vektor-der-kraft-zu-einer-gegenkraft-aufstellen,LBenutzer HE1021-934,HE1021-934,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/ks1a5k2_1a-vektor-der-kraft-zu-einer-gegenkraft-aufstellen/,KA16LY,,,,,,,,,,,,,,,,,,
13/10/2021 12:51:30,KS2c: Ãœben des Grundwissens,KS2c, Ãœben des Grundwissens,ks2c-ueben-des-grundwissens,LBenutzer HE1021-924,HE1021-924,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2a-erarbeiten-des-grundwissens/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2c-ueben-des-grundwissens/,BE19UT,,,,,,,,,,,,,,,,,,
13/10/2021 12:51:31,"KS2a1B4_1A: Situation konstruieren, in der Verschieben nicht mÃ¶glich",KS2a1B4_1A," Situation konstruieren, in der Verschieben nicht mÃ¶glich",ks2a1b4_1a-situation-konstruieren-in-der-verschieben-nicht-moeglich,LBenutzer,LBenutzer,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2a-erarbeiten-des-grundwissens/ks2a1-verschieben-von-kraeften/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2a-erarbeiten-des-grundwissens/ks2a1-verschieben-von-kraeften/ks2a1b4_1a-situation-konstruieren-in-der-verschieben-nicht-moeglich/,FR19CA,,,,,,,,,,,,,,,,,,
13/10/2021 12:51:37,KS1a: Erarbeiten des Grundwissens,KS1a, Erarbeiten des Grundwissens,ks1a-erarbeiten-des-grundwissens,LBenutzer HE1021-936,HE1021-936,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/,RI09JI,,,,,,,,,,,,,,,,,,
13/10/2021 12:51:41,Kraft,Kraft,,kraft-2,LBenutzer HE1021-936,HE1021-936,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/,https://lenvi.l3hrit.de/online-lernen/kraft-2/,RI09JI,,,,,,,,,,,,,,,,,,
13/10/2021 12:51:45,KS2a: Erarbeiten des Grundwissens,KS2a, Erarbeiten des Grundwissens,ks2a-erarbeiten-des-grundwissens,LBenutzer HE1021-924,HE1021-924,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2c-ueben-des-grundwissens/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2a-erarbeiten-des-grundwissens/,BE19UT,,,,,,,,,,,,,,,,,,
13/10/2021 12:51:49,KS2c: Ãœben des Grundwissens,KS2c, Ãœben des Grundwissens,ks2c-ueben-des-grundwissens,LBenutzer HE1021-924,HE1021-924,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2a-erarbeiten-des-grundwissens/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2c-ueben-des-grundwissens/,BE19UT,,,,,,,,,,,,,,,,,,
13/10/2021 12:51:52,KS2a: Erarbeiten des Grundwissens,KS2a, Erarbeiten des Grundwissens,ks2a-erarbeiten-des-grundwissens,LBenutzer HE1021-936,HE1021-936,https://lenvi.l3hrit.de/online-lernen/kraft-2/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2a-erarbeiten-des-grundwissens/,RI09JI,,,,,,,,,,,,,,,,,,
