,index,Date/Time,Post Title,Post Slug,Post Type,Username,Activity,IP address,Referrer,Location,User Role,Permalink,User Email,Visit Duration
2745,1744,2022-10-12 10:13:23,KS3a: Erarbeiten des Grundwissens,ks3a-erarbeiten-des-grundwissens,page,HE1022-834,visited,ffdea10a5cb1eb8cbec6b9af44536af2,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/ks3a4-federkraft/,Marburg,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/,client@lehrit.de,
2746,1743,2022-10-12 10:13:29,KS2a: Erarbeiten des Grundwissens,ks2a-erarbeiten-des-grundwissens,page,HE1022-812,visited,102b363ae99534e084df39482c1c4a09,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2a-erarbeiten-des-grundwissens/ks2a5-zerlegen-von-kraeften/,Mengerskirchen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2a-erarbeiten-des-grundwissens/,client@lehrit.de,
2747,1742,2022-10-12 10:13:31,KS1a5K1_1A: Kraft einzeichnen,ks1a5k1_1a-kraft-einzeichnen,page,HE1022-807,visited,5344919e71d7f5f65bf7a1e2332303eb,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/ks1a5k1_1a-kraft-einzeichnen/,Unknown,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/ks1a5k1_1a-kraft-einzeichnen/,client@lehrit.de,00:02:11
2748,1741,2022-10-12 10:13:36,KS2e: Testen des Grundwissens,ks2e-testen-des-grundwissens,page,HE1022-812,visited,102b363ae99534e084df39482c1c4a09,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2a-erarbeiten-des-grundwissens/,Mengerskirchen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2e-testen-des-grundwissens/,client@lehrit.de,
2749,1740,2022-10-12 10:13:36,Kraft,kraft-2,page,HE1022-834,visited,ffdea10a5cb1eb8cbec6b9af44536af2,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/,Marburg,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/,client@lehrit.de,
2750,1739,2022-10-12 10:13:40,KS2eV1: Testen des Grundwissens Version 1,ks2ev1-testen-des-grundwissens-version-1,page,HE1022-812,visited,102b363ae99534e084df39482c1c4a09,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2e-testen-des-grundwissens/,Mengerskirchen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2e-testen-des-grundwissens/ks2ev1-testen-des-grundwissens-version-1/,client@lehrit.de,
2752,1737,2022-10-12 10:13:51,Einführungs-Tour,einfuehrungs-tour,page,HE1022-831,visited,83bc67f66f2d6b01d18c36e3019f5c24,https://lenvi.l3hrit.de/,Giessen,subscriber,https://lenvi.l3hrit.de/einfuehrungs-tour/,client@lehrit.de,
2753,1736,2022-10-12 10:13:56,Kraft,kraft-2,page,HE1022-831,visited,83bc67f66f2d6b01d18c36e3019f5c24,https://lenvi.l3hrit.de/einfuehrungs-tour/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/,client@lehrit.de,
2754,1735,2022-10-12 10:14:01,KS2eV1: Testen des Grundwissens Version 1,ks2ev1-testen-des-grundwissens-version-1,page,HE1022-833,visited,7506cbac50d5551e79ac4e49b16c8d06,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2e-testen-des-grundwissens/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2e-testen-des-grundwissens/ks2ev1-testen-des-grundwissens-version-1/,client@lehrit.de,
2755,1734,2022-10-12 10:14:03,KS1e: Testen des Grundwissens,ks1e-testen-des-grundwissens,page,HE1022-831,visited,83bc67f66f2d6b01d18c36e3019f5c24,https://lenvi.l3hrit.de/online-lernen/kraft-2/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1e-testen-des-grundwissens/,client@lehrit.de,
2756,1733,2022-10-12 10:14:07,KS1eV3: Testen des Grundwissens Version 3,ks1ev3-testen-des-grundwissens-version-3,page,HE1022-831,visited,83bc67f66f2d6b01d18c36e3019f5c24,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1e-testen-des-grundwissens/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1e-testen-des-grundwissens/ks1ev3-testen-des-grundwissens-version-3/,client@lehrit.de,
2757,1732,2022-10-12 10:14:11,KS3a1: Gewichtskraft,bs3a1-gewichtskraft,page,HE1022-825,visited,b6bb57211d887c5e05a28be25203bcd2,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/bs3a1-gewichtskraft/,client@lehrit.de,00:10:55
2760,1729,2022-10-12 10:14:18,KSDe: Rückmeldungen zum Test,ksde-rueckmeldungen-zum-test,page,HE1022-827,visited,ec827d0f132bddfe68e78ab3104fb745,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3f-testen-des-erweiterten-wissens/ks3fv1-testen-des-erweiterten-wissens-version-1/,Marburg,subscriber,https://lenvi.l3hrit.de/ksde-rueckmeldungen-zum-test/,client@lehrit.de,
2761,1728,2022-10-12 10:14:20,Einführungs-Tour,einfuehrungs-tour,page,HE1022-830,visited,415bf9101b75dbed3e9aca7a89f75a26,https://lenvi.l3hrit.de/,Giessen,subscriber,https://lenvi.l3hrit.de/einfuehrungs-tour/,client@lehrit.de,
2762,1727,2022-10-12 10:14:22,Kraft,kraft-2,page,HE1022-830,visited,415bf9101b75dbed3e9aca7a89f75a26,https://lenvi.l3hrit.de/einfuehrungs-tour/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/,client@lehrit.de,
2763,1726,2022-10-12 10:14:23,Einführungs-Tour,einfuehrungs-tour,page,HE1022-828,visited,563c40c578e1a3697840ef3db4f3a4a2,https://lenvi.l3hrit.de/,Giessen,subscriber,https://lenvi.l3hrit.de/einfuehrungs-tour/,client@lehrit.de,
2764,1725,2022-10-12 10:14:29,Kraft,kraft-2,page,HE1022-828,visited,563c40c578e1a3697840ef3db4f3a4a2,https://lenvi.l3hrit.de/einfuehrungs-tour/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/,client@lehrit.de,
2765,1724,2022-10-12 10:15:13,KS2a: Erarbeiten des Grundwissens,ks2a-erarbeiten-des-grundwissens,page,HE1022-835,visited,fca44d37a0e57731fc414ba321147e46,https://lenvi.l3hrit.de/online-lernen/kraft-2/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2a-erarbeiten-des-grundwissens/,client@lehrit.de,00:00:05
2766,1723,2022-10-12 10:15:21,KS2a1: Verschieben von Kräften,ks2a1-verschieben-von-kraeften,page,HE1022-835,visited,fca44d37a0e57731fc414ba321147e46,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2a-erarbeiten-des-grundwissens/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2a-erarbeiten-des-grundwissens/ks2a1-verschieben-von-kraeften/,client@lehrit.de,
2767,1722,2022-10-12 10:15:45,KS1a5K1_1A: Kraft einzeichnen,ks1a5k1_1a-kraft-einzeichnen,page,HE1022-807,visited,5344919e71d7f5f65bf7a1e2332303eb,,Unknown,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/ks1a5k1_1a-kraft-einzeichnen/,client@lehrit.de,00:00:04
2768,1721,2022-10-12 10:15:53,KS1a5: Kraft und Gegenkraft,ks1a5-kraft-und-gegenkraft,page,HE1022-807,visited,5344919e71d7f5f65bf7a1e2332303eb,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/ks1a5k1_1a-kraft-einzeichnen/,Unknown,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/,client@lehrit.de,00:00:04
2769,1720,2022-10-12 10:16:00,KS1a5K1_1A: Kraft einzeichnen,ks1a5k1_1a-kraft-einzeichnen,page,HE1022-807,visited,5344919e71d7f5f65bf7a1e2332303eb,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/,Unknown,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/ks1a5k1_1a-kraft-einzeichnen/,client@lehrit.de,00:00:37
2772,1717,2022-10-12 10:16:29,Einführungs-Tour,einfuehrungs-tour,page,HE1022-821,visited,91df02299ea3db212e95f8d237761d9e,https://lenvi.l3hrit.de/,Giessen,subscriber,https://lenvi.l3hrit.de/einfuehrungs-tour/,client@lehrit.de,00:00:02
2773,1713,2022-10-12 10:16:34,KS1a2: Kraft als Vektor,ks1a2-kraft-als-vektor,page,HE1022-816,visited,7422aaffeb7d53b2eb2663e52e699103,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/ks1a2k1_1a-betraege-von-vektorpfeilen-vergleichen-anhand-von-zeichnungen/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/,client@lehrit.de,
2774,1716,2022-10-12 10:16:34,KS1a: Erarbeiten des Grundwissens,ks1a-erarbeiten-des-grundwissens,page,HE1022-830,visited,415bf9101b75dbed3e9aca7a89f75a26,https://lenvi.l3hrit.de/online-lernen/kraft-2/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/,client@lehrit.de,
2775,1715,2022-10-12 10:16:34,KS2eV2: Testen des Grundwissens Version 2,ks2ev2-testen-des-grundwissens-version-2,page,HE1022-833,visited,7506cbac50d5551e79ac4e49b16c8d06,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2e-testen-des-grundwissens/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2e-testen-des-grundwissens/ks2ev2-testen-des-grundwissens-version-2/,client@lehrit.de,
2776,1714,2022-10-12 10:16:34,Kraft,kraft-2,page,HE1022-821,visited,91df02299ea3db212e95f8d237761d9e,https://lenvi.l3hrit.de/einfuehrungs-tour/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/,client@lehrit.de,00:00:04
2777,1712,2022-10-12 10:16:37,KS1e: Testen des Grundwissens,ks1e-testen-des-grundwissens,page,HE1022-830,visited,415bf9101b75dbed3e9aca7a89f75a26,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1e-testen-des-grundwissens/,client@lehrit.de,
2778,1711,2022-10-12 10:16:38,KS1a5: Kraft und Gegenkraft,ks1a5-kraft-und-gegenkraft,page,HE1022-807,visited,5344919e71d7f5f65bf7a1e2332303eb,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/ks1a5k1_1a-kraft-einzeichnen/,Unknown,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/,client@lehrit.de,00:00:07
2779,1710,2022-10-12 10:16:40,KS1eV3: Testen des Grundwissens Version 3,ks1ev3-testen-des-grundwissens-version-3,page,HE1022-830,visited,415bf9101b75dbed3e9aca7a89f75a26,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1e-testen-des-grundwissens/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1e-testen-des-grundwissens/ks1ev3-testen-des-grundwissens-version-3/,client@lehrit.de,
2780,1709,2022-10-12 10:16:42,KS1e: Testen des Grundwissens,ks1e-testen-des-grundwissens,page,HE1022-821,visited,91df02299ea3db212e95f8d237761d9e,https://lenvi.l3hrit.de/online-lernen/kraft-2/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1e-testen-des-grundwissens/,client@lehrit.de,00:00:02
2781,1708,2022-10-12 10:16:47,Kraft,kraft-2,page,HE1022-821,visited,91df02299ea3db212e95f8d237761d9e,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1e-testen-des-grundwissens/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/,client@lehrit.de,00:00:02
2782,1707,2022-10-12 10:16:48,KS1a5K2_1A: Vektor der Kraft zu einer Gegenkraft aufstellen,ks1a5k2_1a-vektor-der-kraft-zu-einer-gegenkraft-aufstellen,page,HE1022-807,visited,5344919e71d7f5f65bf7a1e2332303eb,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/,Unknown,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/ks1a5k2_1a-vektor-der-kraft-zu-einer-gegenkraft-aufstellen/,client@lehrit.de,00:01:50
2783,1706,2022-10-12 10:16:51,KS1c: Üben des Grundwissens,ks1c-ueben-des-grundwissens,page,HE1022-819,visited,d29638f77d73ff03856148d3c15c6f51,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/,Marburg,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1c-ueben-des-grundwissens/,client@lehrit.de,
2784,1705,2022-10-12 10:16:53,KS1c: Üben des Grundwissens,ks1c-ueben-des-grundwissens,page,HE1022-821,visited,91df02299ea3db212e95f8d237761d9e,https://lenvi.l3hrit.de/online-lernen/kraft-2/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1c-ueben-des-grundwissens/,client@lehrit.de,00:00:12
2785,1704,2022-10-12 10:16:58,Kraft,kraft-2,page,HE1022-819,visited,d29638f77d73ff03856148d3c15c6f51,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1c-ueben-des-grundwissens/,Marburg,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/,client@lehrit.de,
2786,1703,2022-10-12 10:17:03,KS1a: Erarbeiten des Grundwissens,ks1a-erarbeiten-des-grundwissens,page,HE1022-819,visited,d29638f77d73ff03856148d3c15c6f51,https://lenvi.l3hrit.de/online-lernen/kraft-2/,Marburg,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/,client@lehrit.de,
2787,1702,2022-10-12 10:17:05,KS1a1: Kraft und Wirkung,ka1a1-kraft-und-wirkung,page,HE1022-819,visited,d29638f77d73ff03856148d3c15c6f51,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/,Marburg,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,client@lehrit.de,
2788,1700,2022-10-12 10:17:08,Kraft,kraft-2,page,HE1022-821,visited,91df02299ea3db212e95f8d237761d9e,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1c-ueben-des-grundwissens/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/,client@lehrit.de,00:00:03
2789,1701,2022-10-12 10:17:08,KS1a2: Kraft als Vektor,ks1a2-kraft-als-vektor,page,HE1022-819,visited,d29638f77d73ff03856148d3c15c6f51,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,Marburg,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/,client@lehrit.de,
2790,1699,2022-10-12 10:17:14,KS1a: Erarbeiten des Grundwissens,ks1a-erarbeiten-des-grundwissens,page,HE1022-821,visited,91df02299ea3db212e95f8d237761d9e,https://lenvi.l3hrit.de/online-lernen/kraft-2/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/,client@lehrit.de,
2791,1698,2022-10-12 10:17:16,KS1a4: Masse,ks1a4-masse,page,HE1022-819,visited,d29638f77d73ff03856148d3c15c6f51,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a2-kraft-als-vektor/,Marburg,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a4-masse/,client@lehrit.de,
2792,1697,2022-10-12 10:17:17,KS1a1: Kraft und Wirkung,ka1a1-kraft-und-wirkung,page,HE1022-821,visited,91df02299ea3db212e95f8d237761d9e,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,client@lehrit.de,00:00:03
2793,1696,2022-10-12 10:17:18,KS1a5: Kraft und Gegenkraft,ks1a5-kraft-und-gegenkraft,page,HE1022-819,visited,d29638f77d73ff03856148d3c15c6f51,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a4-masse/,Marburg,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/,client@lehrit.de,
2794,1695,2022-10-12 10:17:21,KS1a: Erarbeiten des Grundwissens,ks1a-erarbeiten-des-grundwissens,page,HE1022-819,visited,d29638f77d73ff03856148d3c15c6f51,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/,Marburg,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/,client@lehrit.de,
2795,1694,2022-10-12 10:17:25,KS1a1K1_1A: Keine Aussage über Kraft,ks1a1k1_1a-keine-aussage-ueber-kraft,page,HE1022-821,visited,91df02299ea3db212e95f8d237761d9e,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/ks1a1k1_1a-keine-aussage-ueber-kraft/,client@lehrit.de,00:00:05
2796,1693,2022-10-12 10:17:28,KS1a1: Kraft und Wirkung,ka1a1-kraft-und-wirkung,page,HE1022-819,visited,d29638f77d73ff03856148d3c15c6f51,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/,Marburg,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,client@lehrit.de,
2797,1692,2022-10-12 10:17:31,KSDe2: Rückmeldungen zum Test 2,ksde2-rueckmeldungen-zum-test-2,page,HE1022-827,visited,ec827d0f132bddfe68e78ab3104fb745,https://lenvi.l3hrit.de/ksde-rueckmeldungen-zum-test/,Marburg,subscriber,https://lenvi.l3hrit.de/ksde2-rueckmeldungen-zum-test-2/,client@lehrit.de,
2798,1691,2022-10-12 10:17:32,KS1a: Erarbeiten des Grundwissens,ks1a-erarbeiten-des-grundwissens,page,HE1022-819,visited,d29638f77d73ff03856148d3c15c6f51,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,Marburg,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/,client@lehrit.de,
2799,1690,2022-10-12 10:17:33,KS1a1: Kraft und Wirkung,ka1a1-kraft-und-wirkung,page,HE1022-821,visited,91df02299ea3db212e95f8d237761d9e,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/ks1a1k1_1a-keine-aussage-ueber-kraft/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,client@lehrit.de,00:00:02
2800,1689,2022-10-12 10:17:35,KS1e: Testen des Grundwissens,ks1e-testen-des-grundwissens,page,HE1022-819,visited,d29638f77d73ff03856148d3c15c6f51,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/,Marburg,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1e-testen-des-grundwissens/,client@lehrit.de,
2801,1688,2022-10-12 10:17:38,KS1a: Erarbeiten des Grundwissens,ks1a-erarbeiten-des-grundwissens,page,HE1022-821,visited,91df02299ea3db212e95f8d237761d9e,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/,client@lehrit.de,
2802,1687,2022-10-12 10:17:38,KD3c2Ü4_1: Winkel einer Rampe berechnen,kd3c2ue4_1-winkel-einer-rampe-berechnen,page,HE1022-820,visited,67ba5d4874d83722c0a6a3330a98fa5d,https://lenvi.l3hrit.de/online-lernen/kraft-2/kd3c-ueben-des-grundwissens/,Marburg,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/kd3c-ueben-des-grundwissens/kd3c2ue4_1-winkel-einer-rampe-berechnen/,client@lehrit.de,
2803,1686,2022-10-12 10:17:42,KS1e: Testen des Grundwissens,ks1e-testen-des-grundwissens,page,HE1022-821,visited,91df02299ea3db212e95f8d237761d9e,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1e-testen-des-grundwissens/,client@lehrit.de,
2804,1685,2022-10-12 10:17:46,KS1eV1: Testen des Grundwissens Version 1,ks1ev1-testen-des-grundwissens-version-1,page,HE1022-821,visited,91df02299ea3db212e95f8d237761d9e,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1e-testen-des-grundwissens/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1e-testen-des-grundwissens/ks1ev1-testen-des-grundwissens-version-1/,client@lehrit.de,00:06:24
2805,1684,2022-10-12 10:18:17,KS1eV1: Testen des Grundwissens Version 1,ks1ev1-testen-des-grundwissens-version-1,page,HE1022-819,visited,d29638f77d73ff03856148d3c15c6f51,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1e-testen-des-grundwissens/,Marburg,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1e-testen-des-grundwissens/ks1ev1-testen-des-grundwissens-version-1/,client@lehrit.de,
2806,1683,2022-10-12 10:18:39,KS1a5: Kraft und Gegenkraft,ks1a5-kraft-und-gegenkraft,page,HE1022-807,visited,5344919e71d7f5f65bf7a1e2332303eb,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/ks1a5k1_1a-kraft-einzeichnen/,Unknown,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/,client@lehrit.de,00:00:05
2807,1682,2022-10-12 10:18:47,KS1a5K3_1A: Gegenkraft zu einer Kraft beschreiben,ks1a5k3_1a-gegenkraft-zu-einer-kraft-beschreiben,page,HE1022-807,visited,5344919e71d7f5f65bf7a1e2332303eb,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/,Unknown,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/ks1a5k3_1a-gegenkraft-zu-einer-kraft-beschreiben/,client@lehrit.de,00:01:42
2808,1681,2022-10-12 10:19:21,KS2f: Testen des Erweiterten Wissens,ks2f-testen-des-erweiterten-wissens,page,HE1022-828,visited,563c40c578e1a3697840ef3db4f3a4a2,https://lenvi.l3hrit.de/online-lernen/kraft-2/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2f-testen-des-erweiterten-wissens/,client@lehrit.de,
2809,1680,2022-10-12 10:19:25,KS2fV1: Testen des Erweiteren Wissens Version 1,ks2fv1-testen-des-erweiteren-wissens-version-1,page,HE1022-828,visited,563c40c578e1a3697840ef3db4f3a4a2,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2f-testen-des-erweiterten-wissens/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2f-testen-des-erweiterten-wissens/ks2fv1-testen-des-erweiteren-wissens-version-1/,client@lehrit.de,
2811,1678,2022-10-12 10:19:41,Kraft,kraft-2,page,HE1022-827,visited,ec827d0f132bddfe68e78ab3104fb745,https://lenvi.l3hrit.de/ksde2-rueckmeldungen-zum-test-2/,Marburg,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/,client@lehrit.de,
2812,1677,2022-10-12 10:19:52,Einführungs-Tour,einfuehrungs-tour,page,HE1022-828,visited,563c40c578e1a3697840ef3db4f3a4a2,https://lenvi.l3hrit.de/,Giessen,subscriber,https://lenvi.l3hrit.de/einfuehrungs-tour/,client@lehrit.de,
2813,1676,2022-10-12 10:19:55,Kraft,kraft-2,page,HE1022-828,visited,563c40c578e1a3697840ef3db4f3a4a2,https://lenvi.l3hrit.de/einfuehrungs-tour/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/,client@lehrit.de,
2814,1675,2022-10-12 10:20:30,KS1a5: Kraft und Gegenkraft,ks1a5-kraft-und-gegenkraft,page,HE1022-807,visited,5344919e71d7f5f65bf7a1e2332303eb,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/ks1a5k1_1a-kraft-einzeichnen/,Unknown,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/,client@lehrit.de,00:00:44
2815,1674,2022-10-12 10:21:13,KD3e: Testen des Grundwissens,kd3e-testen-des-grundwissens,page,HE1022-828,visited,563c40c578e1a3697840ef3db4f3a4a2,https://lenvi.l3hrit.de/online-lernen/kraft-2/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/kd3e-testen-des-grundwissens/,client@lehrit.de,
2816,1673,2022-10-12 10:21:17,KS1a5K4_1A: Kräfte über Gegenkräfte vergleichen,ks1a5k4_1a-kraefte-ueber-gegenkraefte-vergleichen,page,HE1022-807,visited,5344919e71d7f5f65bf7a1e2332303eb,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/,Unknown,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/ks1a5k4_1a-kraefte-ueber-gegenkraefte-vergleichen/,client@lehrit.de,00:03:25
